date, pm25, pm10, o3, no2, so2
2014/9/11, 55, 26, 26, 6, 
2014/9/12, 45, 16, 32, 6, 
2014/9/13, 49, 19, 31, 4, 
2014/9/14, 50, 20, 25, 3, 
2014/9/15, 38, 17, 30, 9, 1
2014/9/16, 58, 27, 25, 12, 1
2014/9/17, 60, 31, 32, 14, 1
2014/9/18, 57, 29, 30, 13, 1
2014/9/19, 50, 21, 19, 13, 
2014/9/20, 72, 28, 31, 11, 
2014/9/21, 63, 22, 32, 2, 3
2014/9/22, 42, 26, 27, 4, 2
2014/9/23, 59, 32, 22, 15, 11
2014/9/24, 101, 43, 15, 16, 4
2014/9/25, 50, 18, 21, 10, 1
2014/9/26, 21, 16, 16, 10, 
2014/9/27, 37, 20, 19, 13, 
2014/9/28, 59, 23, 16, 15, 
2014/9/29, 55, 26, 6, 19, 1
2014/9/30, 51, 29, 23, 13, 
2024/4/13, , 13, 35, 2, 
2024/4/14, , 12, 36, 3, 
2024/4/15, , 11, 35, 1, 
2024/4/16, , 13, 34, 4, 
2024/4/17, , 11, 37, 3, 
2024/4/18, , 11, 34, 2, 
2024/4/19, , 13, 35, 1, 
2024/4/20, , 10, 34, 1, 
2024/4/21, , 8, 38, 3, 
2024/4/22, , 26, 37, 4, 
2024/4/23, , 14, 34, 2, 
2024/4/24, , 11, 32, 5, 
2024/4/25, , 10, 36, 4, 
2023/10/24, , 10, , 9, 
2023/7/31, , 11, 24, 2, 
2023/8/4, , 10, 24, 4, 
2023/8/5, , 9, 28, 2, 
2023/8/8, , 10, 31, 3, 
2022/10/25, , 13, 17, 7, 
2021/10/1, , 12, 20, 4, 
2021/10/2, , 7, 25, 3, 
2021/10/3, , 7, 25, 3, 
2021/10/4, , 11, 22, 4, 
2021/10/5, , 10, 21, 4, 
2021/10/6, , 9, 22, 5, 
2021/10/7, , 11, 16, 9, 
2021/10/8, , 11, 20, 8, 
2021/10/9, , 26, 18, 7, 
2021/10/10, , 28, 21, 7, 
2021/10/11, , 14, 20, 7, 
2021/10/12, , 12, 24, 6, 
2021/10/13, , 13, 24, 10, 
2021/10/14, , 12, 14, 8, 
2021/10/15, , 13, 26, 6, 
2021/10/16, , 20, 19, 12, 
2021/10/17, , 16, 20, 10, 
2021/10/18, , 20, 11, 11, 
2021/10/19, , 13, 12, 6, 
2021/10/20, , 14, 23, 5, 
2021/10/21, , 12, 26, 3, 
2021/10/22, , 17, 25, 6, 
2021/10/23, , 17, 9, 12, 
2021/10/24, , 14, 17, 7, 
2021/10/25, , 18, 7, 11, 
2021/10/26, , 18, 17, 8, 
2021/10/27, , 14, 17, 7, 
2021/10/28, , 14, 14, 8, 
2021/10/29, , 16, 23, 6, 
2021/10/30, , 10, 20, 4, 
2021/10/31, , 12, 22, 4, 
2021/11/1, , 19, 21, 5, 
2021/11/2, , 10, 17, 9, 
2021/11/3, , 18, 4, 15, 
2021/11/4, , 12, 10, 17, 
2021/11/5, , 14, 19, 11, 
2021/11/6, , 16, 17, 8, 
2021/11/7, , 18, 23, 3, 
2021/11/8, , 20, 14, 11, 
2021/11/9, , 26, 9, 16, 
2021/11/10, , 33, 2, 20, 
2021/11/11, , 35, 2, 18, 
2021/11/12, , 33, 8, 14, 
2021/11/13, , 13, 11, 8, 
2021/11/14, , 16, 13, 6, 
2021/11/15, , 14, 16, 4, 
2021/11/16, , 32, 11, 7, 
2021/11/17, , 24, 19, 11, 
2021/11/18, , 25, 13, 12, 
2021/11/19, , 15, 16, 11, 
2021/11/20, , 16, 16, 7, 
2021/11/21, , 13, 21, 3, 
2021/11/22, , 14, 16, 11, 
2021/11/23, , 14, 18, 16, 
2021/11/24, , 18, 9, 15, 
2021/11/25, , 25, 12, 15, 
2021/11/26, , 11, 15, 9, 
2021/11/27, , 10, 15, 14, 
2021/11/28, , 13, 17, 12, 
2021/11/29, , 10, 19, 10, 
2021/11/30, , 10, 17, 7, 
2021/12/1, , 9, 22, 4, 
2021/12/2, , 8, 23, 8, 
2021/12/3, , 12, 17, 9, 
2021/12/4, , 13, 20, 8, 
2021/12/5, , 12, 16, 6, 
2021/9/3, , 14, 31, 10, 
2021/9/4, , 17, 35, 12, 
2021/9/5, , 20, 37, 16, 
2021/9/6, , 25, 45, 18, 
2021/9/29, , 11, 17, 6, 
2021/9/30, , 11, 19, 6, 
2020/11/27, , 21, 8, 15, 
2020/11/28, , 22, 10, 12, 
2020/12/22, , 10, 21, 11, 
2020/3/31, , 8, 31, 8, 
2019/12/31, , 86, 5, 12, 
2019/11/7, , 17, 11, 13, 
2018/12/31, , 77, 31, 4, 
2018/1/5, , 14, 17, 12, 
2017/1/6, , 25, , , 
2017/1/7, , 17, , , 
2017/1/8, , 27, 1, 17, 
2017/3/14, , 26, 26, 16, 
2017/3/15, , 38, 26, 24, 1
2017/3/16, , 15, 27, 7, 
2017/3/17, , 13, 24, 7, 
2017/3/18, , 18, 25, 5, 
2017/3/19, , 16, 23, 7, 
2017/3/20, , 13, 30, 9, 
2017/3/21, , 18, 26, 14, 1
2016/11/24, , 12, 11, 12, 
2016/3/16, , 25, 27, 8, 
2016/3/17, , 13, 32, 4, 
2015/11/26, , 20, 11, 22, 
2016/1/1, , 11, 11, 10, 
2015/7/7, , 15, 22, 4, 
2015/8/9, , 23, 27, 8, 1
2015/9/14, , 13, 20, 7, 
2015/5/9, , 17, , , 
2015/5/10, , 25, , , 
2015/5/11, , 16, 34, 6, 1
2015/5/31, , 16, 26, 7, 
2014/12/31, , 66, 15, 13, 
2014/10/7, , 11, 15, 12, 
2014/10/14, , 15, 17, 11, 1
2014/10/19, , 18, 21, 8, 1
2014/10/20, , 16, 22, 8, 
2014/10/21, , 16, 25, 6, 1
2014/10/22, , 22, 12, 16, 1
2014/10/23, , 25, 9, 14, 
2014/10/24, , 21, 15, 10, 
2014/10/25, , 15, 19, 12, 
2014/10/26, , 19, 14, 17, 1
2014/10/27, , 26, 4, 13, 
2014/12/2, , 46, 7, 11, 
2014/7/1, , 10, 32, 7, 
2014/7/2, , 12, 57, 14, 1
2014/7/3, , 16, 54, 15, 1
2014/7/4, , 20, 30, 6, 
2014/7/5, , 18, 21, 3, 
2014/7/6, , 12, 21, 3, 
2014/7/7, , 15, 28, 6, 1
2014/7/8, , 17, 24, 8, 
2014/7/9, , 13, 24, 4, 
2014/7/10, , 19, 40, 5, 
2014/7/11, , 25, 33, 9, 1
2014/7/12, , 23, 42, 3, 1
2014/7/13, , 21, 35, 4, 
2014/7/14, , 14, 26, 5, 1
2014/7/15, , 15, 20, 8, 
2014/7/16, , 13, 38, 8, 1
2014/7/17, , 10, 45, 10, 2
2014/7/18, , 23, 75, 7, 
2014/7/19, , 25, 74, 7, 1
2014/7/20, , 27, 35, 6, 
2014/7/21, , 20, 35, 6, 
2014/7/22, , 17, 40, 4, 
2014/7/23, , 16, 41, 4, 
2014/7/24, , 22, 38, 5, 
2014/7/25, , 56, 29, 6, 
2014/7/26, , 34, 40, 5, 
2014/7/27, , 18, 29, 3, 1
2014/7/28, , 16, 33, 5, 
2014/7/29, , 17, 34, 3, 
2014/7/30, , 12, 26, 4, 
2014/7/31, , 16, 31, 10, 1
2014/8/1, , 22, 34, 13, 1
2014/8/2, , 26, 30, 10, 
2014/8/3, , 18, 22, 7, 
2014/8/4, , 11, 20, 8, 
2014/8/5, , 15, 20, 12, 1
2014/8/6, , 19, 14, 13, 
2014/8/7, , 20, 15, 11, 
2014/8/8, , 16, 15, 14, 1
2014/8/9, , 18, 21, 6, 
2014/8/10, , 18, 15, 9, 1
2014/8/12, , 12, 19, 9, 1
2014/8/13, , 14, 17, 10, 
2014/8/14, , 15, 17, 10, 
2014/8/15, , 21, 16, 13, 
2014/8/16, , 11, 16, 10, 
2014/8/18, , 11, 13, 9, 
2014/8/19, , 15, 13, 13, 
2014/8/20, , 11, 20, 13, 
2014/8/21, , 10, 24, 9, 
2014/8/22, , 11, 21, 8, 
2014/8/23, , 11, 28, 8, 
2014/8/24, , 10, 29, 4, 1
2014/8/25, , 14, 18, 16, 1
2014/8/26, , 21, 15, 8, 
2014/8/28, , 20, 16, 11, 
2014/8/29, , 20, 26, 7, 
2014/8/30, , 23, 22, 5, 
2014/8/31, , 18, 25, 5, 
2014/9/1, , 16, 10, 13, 
2014/9/2, , 16, , , 
2014/4/1, , 49, 31, 21, 1
2014/4/2, , 54, 27, 12, 1
2014/4/3, , 52, 9, 23, 
2014/4/4, , 45, 25, 13, 1
2014/4/5, , 36, 14, 13, 1
2014/4/6, , 22, 20, 9, 1
2014/4/7, , 11, 29, 7, 
2014/4/8, , 11, 31, 12, 2
2014/4/9, , 15, 17, 18, 1
2014/4/10, , 20, 32, 8, 
2014/4/11, , 19, 28, 8, 1
2014/4/12, , 11, 29, 6, 1
2014/4/13, , 18, 30, 4, 
2014/4/14, , 17, 33, 4, 
2014/4/15, , 18, 28, 11, 1
2014/4/16, , 18, 29, 18, 1
2014/4/17, , 17, 32, 4, 
2014/4/18, , 17, 35, 3, 
2014/4/19, , 13, 41, 5, 
2014/4/20, , 28, 31, 6, 
2014/4/21, , 40, 35, 10, 
2014/4/22, , 22, 32, 19, 1
2014/4/23, , 21, 26, 13, 2
2014/4/24, , 25, 38, 8, 1
2014/4/25, , 24, 31, 7, 1
2014/4/26, , 23, 29, 8, 
2014/4/27, , 14, 27, 8, 1
2014/4/28, , 11, 29, 8, 1
2014/4/29, , 16, 28, 12, 1
2014/4/30, , 31, 35, 8, 1
2014/5/1, , 37, 32, 5, 
2014/5/2, , 22, 37, 3, 
2014/5/3, , 9, 37, 8, 
2014/5/4, , 11, 34, 10, 1
2014/5/5, , 13, 31, 14, 1
2014/5/6, , 21, 28, 7, 
2014/5/7, , 17, 24, 9, 
2014/5/8, , 19, 31, 7, 
2014/5/9, , 13, 24, 8, 
2014/5/10, , 22, 28, 4, 
2014/5/11, , 19, 28, 7, 
2014/5/12, , 12, 33, 8, 
2014/5/13, , 10, 31, 7, 
2014/5/14, , 12, 29, 2, 
2014/5/15, , 11, , 4, 
2014/5/16, , 11, , 10, 
2014/5/17, , 10, , , 1
2014/5/18, , 13, 49, 6, 1
2014/5/19, , 12, 42, 9, 
2014/5/20, , 18, 33, 10, 1
2014/5/21, , 16, 36, 9, 1
2014/5/22, , 15, 30, 9, 1
2014/5/23, , 14, 36, 7, 1
2014/5/24, , 16, 33, 6, 1
2014/5/25, , 10, 31, 9, 
2014/5/26, , 13, 26, 9, 
2014/5/27, , 13, 18, 12, 
2014/5/28, , 17, 12, 5, 
2014/5/29, , 6, 28, 5, 
2014/5/30, , 10, 29, 4, 1
2014/5/31, , 12, 37, 5, 
2014/6/1, , 15, 44, 8, 1
2014/6/2, , 14, 34, 10, 2
2014/6/3, , 18, 21, 10, 
2014/6/4, , 18, 27, 6, 1
2014/6/5, , 12, 43, 9, 2
2014/6/6, , 15, 52, 8, 1
2014/6/7, , 17, 39, 6, 
2014/6/8, , 19, 42, 5, 
2014/6/9, , 15, 26, 16, 1
2014/6/10, , 18, 16, 11, 1
2014/6/11, , 19, 36, 9, 
2014/6/12, , 16, 32, 6, 1
2014/6/13, , 14, 32, 2, 
2014/6/14, , 13, 32, 2, 
2014/6/15, , 15, 28, 3, 
2014/6/16, , 13, 30, 3, 
2014/6/17, , 18, 21, 4, 
2014/6/18, , 17, 19, 5, 
2014/6/19, , 10, 18, 4, 
2014/6/20, , 14, 32, 6, 1
2014/6/21, , 12, 25, 3, 1
2014/6/22, , 12, 26, 5, 1
2014/6/23, , 8, 28, 6, 
2014/6/24, , 8, 31, 3, 
2014/6/25, , 8, 40, 7, 
2014/6/26, , 13, 31, 12, 1
2014/6/27, , 17, 26, 5, 
2014/6/28, , 15, 33, 4, 
2014/6/29, , 16, 28, 5, 
2014/6/30, , 9, 29, 6, 
2014/1/30, , 38, 17, 21, 1
2014/1/31, , 48, 22, 6, 
2014/2/1, , 22, 18, 8, 
2014/2/2, , 17, 11, 17, 1
2014/2/3, , 22, 8, 11, 
2014/2/4, , 20, 23, 8, 
2014/2/5, , 14, 24, 7, 
2014/2/6, , 16, 17, 9, 
2014/2/7, , 13, 24, 6, 
2014/2/8, , 11, 27, 3, 
2014/2/9, , 10, 18, 16, 
2014/2/10, , 11, 21, 12, 
2014/2/11, , 14, 24, 9, 
2014/2/12, , 15, 25, 11, 
2014/2/13, , 13, 17, 11, 
2014/2/14, , 15, 28, 2, 
2014/2/15, , 11, 21, 6, 
2014/2/16, , 17, 12, 18, 1
2014/2/17, , 21, 7, 19, 
2014/2/18, , 18, 9, 17, 
2014/2/19, , 22, 13, 14, 
2014/2/20, , 16, 24, 8, 
2014/2/21, , 10, 22, 9, 1
2014/2/22, , 13, 22, 6, 
2014/2/23, , 14, 17, 12, 
2014/2/24, , 10, 23, 11, 
2014/2/25, , 15, 18, 15, 
2014/2/26, , 15, 16, 16, 
2014/2/27, , 20, 16, 16, 
2014/2/28, , 18, 17, 9, 
2014/3/1, , 18, 26, 8, 
2014/3/2, , 16, 20, 14, 
2014/3/3, , 15, 15, 19, 
2014/3/4, , 19, 20, 26, 
2014/3/5, , 26, 10, 29, 1
2014/3/6, , 35, 18, 21, 
2014/3/7, , 42, 17, 13, 
2014/3/8, , 35, 30, 13, 1
2014/3/9, , 42, 27, 17, 1
2014/3/10, , 42, 22, 6, 
2014/3/11, , 41, 18, 18, 2
2014/3/12, , 29, 22, 20, 1
2014/3/13, , 51, 18, 15, 
2014/3/14, , 51, 29, 6, 
2014/3/15, , 45, 25, 7, 
2014/3/16, , 21, 20, 10, 
2014/3/17, , 19, 21, 10, 
2014/3/18, , 22, 25, 9, 
2014/3/19, , 20, 30, 11, 
2014/3/20, , 24, 27, 11, 
2014/3/21, , 18, 29, 9, 
2014/3/22, , 14, 27, 6, 
2014/3/23, , 14, 25, 9, 
2014/3/24, , 13, 25, 14, 1
2014/3/25, , 19, 26, 11, 
2014/3/26, , 15, 25, 10, 
2014/3/27, , 18, 28, 9, 1
2014/3/28, , 25, 31, 12, 
2014/3/29, , 36, 30, 17, 2
2014/3/30, , 31, 35, 13, 1
2014/3/31, , 36, 28, 17, 3
2014/10/9, , , 16, 12, 1
2014/8/11, , , 15, 7, 1
2014/8/17, , , 15, 8, 1
2014/8/27, , , 31, 8, 1
2014/1/29, , , 4, 17, 1
